2.2	DOC3	XXX	它	个性	1
2.2	DOC6372	XXX	普桑	技术	0
2.2	DOC6372	XXX	JD-Ci,富康三厢	价格	0
2.2	DOC6372	XXX	普桑	价格	0
2.2	DOC6372	XXX	JD-Ci	发动机	1
2.2	DOC6372	XXX	普桑	发动机	-1
2.2	DOC6378	XXX	307	内饰装配	1
2.2	DOC6378	XXX	福克斯	内饰装配	-1
2.2	DOC6382	XXX	捷达车	市场占有率	-1
2.2	DOC6382	XXX	其他车	市场占有率	1
2.2	DOC6383	XXX	其它车款	NULL	1
2.2	DOC6383	XXX	KY	NULL	-1
2.2	DOC6389	XXX	春天	价格	1
2.2	DOC6389	XXX	前卫	价格	-1
2.2	DOC6392	XXX	威姿	价格	1
2.2	DOC6392	XXX	它	价格	-1
2.2	DOC6392	XXX	威姿	性价比	1
2.2	DOC6392	XXX	它	性价比	-1
2.2	DOC6392	XXX	它	价格	0
2.2	DOC6392	XXX	Fit2	价格	0
2.2	DOC6392	XXX	Fit2	性价比	1
2.2	DOC6392	XXX	它	性价比	-1
2.2	DOC6413	XXX	NULL	性能	0
2.2	DOC6413	XXX	XL	性能	0
2.2	DOC6413	XXX	NULL	功能	0
2.2	DOC6413	XXX	XL	功能	0
2.2	DOC6413	XXX	NULL	价格	1
2.2	DOC6413	XXX	XL	价格	-1
2.2	DOC6415	XXX	NULL	动力	1
2.2	DOC6415	XXX	1.3雨燕	动力	1
2.2	DOC6419	XXX	这款雨燕	NULL	1
2.2	DOC6419	XXX	其它同等车型	NULL	-1
2.2	DOC6456	XXX	3.0T	驾驶风格	0
2.2	DOC6456	XXX	2011款	驾驶风格	0
2.2	DOC6462	XXX	408	感觉	1
2.2	DOC6462	XXX	科鲁兹	感觉	-1
2.2	DOC6471	XXX	两厢飞度	价格	0
2.2	DOC6471	XXX	三厢1.3飞度	价格	0
2.2	DOC6488	XXX	欧洲品牌车	价钱和质量	0
2.2	DOC6488	XXX	国外	价钱和质量	0
2.2	DOC6489	XXX	NULL	内饰风格	0
2.2	DOC6489	XXX	老款	内饰风格	0
2.2	DOC6499	XXX	北斗星	外型	-1
2.2	DOC6499	XXX	使者	外型	1
2.2	DOC6513	XXX	帕萨特2.0	发动机	0
2.2	DOC6513	XXX	宝来2.0	发动机	0
2.2	DOC6522	XXX	NULL	噪声	1
2.2	DOC6522	XXX	福克斯	噪声	-1
2.2	DOC6530	XXX	花冠	NULL	-1
2.2	DOC6530	XXX	雅阁,凯美瑞,天赖,佳美	NULL	1
2.2	DOC6537	XXX	备胎	轮毂	0
2.2	DOC6537	XXX	其他4个轮胎	轮毂	0
2.2	DOC6545	XXX	奥德赛	车长	0
2.2	DOC6545	XXX	雅格	车长	0
2.2	DOC6555	XXX	朗逸	样子	1
2.2	DOC6575	XXX	他	内饰	1
2.2	DOC6575	XXX	天津大发面包	内饰	-1
2.2	DOC6582	XXX	飞度1.5	NULL	0
2.2	DOC6582	XXX	福特嘉年华1.5	NULL	0
2.2	DOC6589	XXX	NULL	价格	1
2.2	DOC6589	XXX	伊兰特1.8L自动档	价格	-1
2.2	DOC6609	XXX	它	平顺性	1
2.2	DOC6609	XXX	日系发动机	平顺性	1
2.2	DOC6627	XXX	手排	NULL	1
2.2	DOC6627	XXX	自动	NULL	-1
2.2	DOC6644	XXX	FIT	NULL	-1
2.2	DOC6644	XXX	XIALI2000	NULL	1
2.2	DOC6663	XXX	世嘉	NULL	0
2.2	DOC6663	XXX	凯旋	NULL	0
2.2	DOC6666	XXX	四缸的车	NULL	1
2.2	DOC6666	XXX	六缸的	NULL	-1
2.2	DOC6666	XXX	日系的车	NULL	1
2.2	DOC6666	XXX	美系的车	NULL	-1
2.2	DOC6680	XXX	骐达	性价比	-1
2.2	DOC6680	XXX	骐达	设计	-1
2.2	DOC6680	XXX	骐达	安全系数	-1
2.2	DOC6680	XXX	骐达	NULL	-1
2.2	DOC6680	XXX	阳光	NULL	1
2.2	DOC6682	XXX	奥迪A4	上市价格	-1
2.2	DOC6682	XXX	A6	上市价格	1
2.2	DOC6697	XXX	旧款	NULL	1
2.2	DOC6697	XXX	新款	NULL	-1
2.2	DOC6710	XXX	2.3L天籁	百公里油耗	0
2.2	DOC6710	XXX	君威	百公里油耗	0
2.2	DOC6730	XXX	宝来	级别	0
2.2	DOC6730	XXX	捷达2	级别	0
2.2	DOC6731	XXX	派力奥	销量	1
2.2	DOC6740	XXX	NULL	外行	1
2.2	DOC6740	XXX	夏力	外行	-1
2.2	DOC6758	XXX	307	冷藏保温两用储物箱	0
2.2	DOC6758	XXX	宝来	冷藏保温两用储物箱	0
2.2	DOC6759	XXX	现代	发动机	-1
2.2	DOC6759	XXX	通用	发动机	1
2.2	DOC6767	XXX	这	4档变速器	1
2.2	DOC6767	XXX	同价位	4档变速器	-1
2.2	DOC6767	XXX	这	4档变速器	1
2.2	DOC6767	XXX	更高价位的MPV	4档变速器	-1
2.2	DOC6769	XXX	NULL	NULL	1
2.2	DOC6769	XXX	侨车	NULL	-1
2.2	DOC6769	XXX	NULL	空间	1
2.2	DOC6769	XXX	SUV	空间	-1
2.2	DOC6786	XXX	凯越	发动机	0
2.2	DOC6786	XXX	赛欧	发动机	0
2.2	DOC6791	XXX	这款车的发动机	功率	1
2.2	DOC6791	XXX	相同排量V6、L6发动机	功率	-1
2.2	DOC6791	XXX	这款车的发动机	扭矩	1
2.2	DOC6791	XXX	相同排量V6、L6发动机	扭矩	-1
2.2	DOC6791	XXX	这款车的发动机	转速	1
2.2	DOC6791	XXX	相同排量V6、L6发动机	转速	-1
2.2	DOC6796	XXX	碟刹	成本	-1
2.2	DOC6796	XXX	鼓刹	成本	1
2.2	DOC6809	XXX	Mazda62.3L豪华型	发动机、变速箱	0
2.2	DOC6816	XXX	m6	销量	-1
2.2	DOC6816	XXX	广本	销量	1
2.2	DOC6817	XXX	帕萨特2.0	发动机	-1
2.2	DOC6817	XXX	宝来1.8T	发动机	1
2.2	DOC6825	XXX	NULL	内饰	1
2.2	DOC6825	XXX	老夏	内饰	-1
2.2	DOC6863	XXX	雨燕	NULL	1
2.2	DOC6863	XXX	羚羊	NULL	-1
2.2	DOC6868	XXX	1.8两厢	外观、做工	1
2.2	DOC6870	XXX	速腾价格的4款2.0升车型	价格区间	0
2.2	DOC6870	XXX	多款中型车	价格区间	0
2.2	DOC6871	XXX	日本车	NULL	1
2.2	DOC6871	XXX	中华	NULL	-1
2.2	DOC6873	XXX	标致207CC	后排	1
2.2	DOC6873	XXX	206	后排	-1
2.2	DOC6879	XXX	M6	电子主动安全系统	1
2.2	DOC6879	XXX	力狮	电子主动安全系统	-1
2.2	DOC6882	XXX	NULL	提速	1
2.2	DOC6882	XXX	1.5的FRv，1.6世嘉，1.6的克鲁兹	提速	-1
2.2	DOC6882	XXX	NULL	过弯	1
2.2	DOC6882	XXX	FRV，世嘉强	过弯	-1
2.2	DOC6882	XXX	NULL	过弯	-1
2.2	DOC6882	XXX	克鲁兹	过弯	1
2.2	DOC6893	XXX	NULL	漆面水平	1
2.2	DOC6893	XXX	风行	漆面水平	-1
2.2	DOC6894	XXX	捷达	各方面	-1
2.2	DOC6894	XXX	伊兰特	各方面	1
2.2	DOC6902	XXX	他	价格	1
2.2	DOC6902	XXX	PASSA	价格	-1
2.2	DOC6927	XXX	NULL	发动机技术	1
2.2	DOC6927	XXX	凯悦	发动机技术	-1
2.2	DOC6927	XXX	NULL	最大功率、最大扭矩、最高车速	1
2.2	DOC6927	XXX	凯悦	最大功率、最大扭矩、最高车速	-1
2.2	DOC6927	XXX	NULL	轴距	1
2.2	DOC6927	XXX	凯悦	轴距	-1
2.2	DOC6927	XXX	NULL	价格	1
2.2	DOC6927	XXX	凯悦	价格	-1
2.2	DOC6928	XXX	劲锐	NULL	1
2.2	DOC6928	XXX	吉利	NULL	-1
2.2	DOC6935	XXX	陶瓷刹车片	成本	-1
2.2	DOC6935	XXX	普通刹车片	成本	1
2.2	DOC6939	XXX	NULL	一些细节	1
2.2	DOC6939	XXX	小日本的车	一些细节	1
2.2	DOC6939	XXX	NULL	用料	1
2.2	DOC6939	XXX	小日本的车	用料	1
2.2	DOC6958	XXX	花冠	提速	1
2.2	DOC6958	XXX	花冠	平顺性	1
2.2	DOC6958	XXX	花冠	顿挫感	1
2.2	DOC6960	XXX	奔腾	风阻、车身尺寸、车重	1
2.2	DOC6960	XXX	马6	风阻、车身尺寸、车重	-1
2.2	DOC6960	XXX	奔腾	油耗	-1
2.2	DOC6960	XXX	马6	油耗	1
2.2	DOC6963	XXX	伊兰特	性能	0
2.2	DOC6963	XXX	奇瑞	性能	0
2.2	DOC6967	XXX	NULL	价格	-1
2.2	DOC6967	XXX	皇冠	价格	1
2.2	DOC6967	XXX	NULL	配置	-1
2.2	DOC6967	XXX	皇冠	配置	1
2.2	DOC6974	XXX	这车	性能	1
2.2	DOC6974	XXX	前面两款	性能	-1
2.2	DOC6974	XXX	这车	动力	1
2.2	DOC6974	XXX	前面两款	动力	-1
2.2	DOC6974	XXX	这车	提速	1
2.2	DOC6974	XXX	前面两款	提速	-1
2.2	DOC6974	XXX	这车	油耗	0
2.2	DOC6974	XXX	前面两款	油耗	0
2.2	DOC6976	XXX	锐志	改装空间	1
2.2	DOC6976	XXX	同级的几个车	改装空间	-1
2.2	DOC6977	XXX	NULL	价格	1
2.2	DOC6977	XXX	A4	价格	-1
2.2	DOC6979	XXX	2.0	动力	1
2.2	DOC6979	XXX	1.6AT	动力	-1
2.2	DOC6999	XXX	新宝来	大灯	0
2.2	DOC6999	XXX	EOS	大灯	0
2.2	DOC7001	XXX	Sportback	后排	1
2.2	DOC7001	XXX	3门版的车型	后排	-1
2.2	DOC7006	XXX	福克斯	价钱	1
2.2	DOC7006	XXX	宝莱	价钱	-1
2.2	DOC7043	XXX	花冠自动波	价位	-1
2.2	DOC7043	XXX	悦翔豪华型	价位	1
2.2	DOC7047	XXX	瑞风	NULL	-1
2.2	DOC7047	XXX	阁瑞斯	NULL	1
2.2	DOC7050	XXX	夏利	档次	-1
2.2	DOC7050	XXX	吉利	档次	-1
2.2	DOC7055	XXX	他	空间	1
2.2	DOC7056	XXX	新旗云	金属漆面	1
2.2	DOC7056	XXX	QQ1.1	金属漆面	-1
2.2	DOC7056	XXX	新旗云	金属漆面	1
2.2	DOC7056	XXX	夏历	金属漆面	-1
2.2	DOC7077	XXX	夏利N3	成本	-1
2.2	DOC7077	XXX	老夏利	成本	1
2.2	DOC7077	XXX	夏利N3	价格	-1
2.2	DOC7077	XXX	老夏利	价格	1
2.2	DOC7086	XXX	NULL	座椅	1
2.2	DOC7086	XXX	高档一点的车	座椅	-1
2.2	DOC7106	XXX	科鲁兹	钢板厚度	1
2.2	DOC7106	XXX	B70	钢板厚度	-1
2.2	DOC7114	XXX	夏利	性价比	1
2.2	DOC7114	XXX	吉利，奥托	性价比	-1
2.2	DOC7125	XXX	NULL	功能	1
2.2	DOC7125	XXX	同价格的车子	功能	-1
2.2	DOC7126	XXX	捷达	NULL	-1
2.2	DOC7126	XXX	NULL	NULL	1
2.2	DOC7127	XXX	奥迪	科技	1
2.2	DOC7127	XXX	奔驰	科技	-1
2.2	DOC7127	XXX	奥迪	科技	1
2.2	DOC7127	XXX	宝马	科技	-1
2.2	DOC7134	XXX	NULL	底盘	-1
2.2	DOC7134	XXX	M6	底盘	1
2.2	DOC7142	XXX	NULL	NULL	1
2.2	DOC7142	XXX	福美来	NULL	-1
2.2	DOC7158	XXX	奔腾	耗油	-1
2.2	DOC7158	XXX	奥迪1.8T	耗油	1
2.2	DOC7180	XXX	宝马	内饰	1
2.2	DOC7180	XXX	a4	内饰	-1
2.2	DOC7188	XXX	BMW	价格	0
2.2	DOC7188	XXX	AUDI	价格	0
2.2	DOC7188	XXX	BMW	价格	0
2.2	DOC7188	XXX	PST	价格	0
2.2	DOC7216	XXX	14.98万那款	NULL	0
2.2	DOC7216	XXX	凯越,伊兰特,福美来	NULL	0
2.2	DOC7216	XXX	14.98万那款	配置	-1
2.2	DOC7216	XXX	凯越,伊兰特,福美来	配置	1
2.2	DOC7216	XXX	14.98万那款	底盘,发动机	1
2.2	DOC7216	XXX	凯越,伊兰特,福美来	底盘,发动机	-1
2.2	DOC7224	XXX	飞度	性价比	1
2.2	DOC7224	XXX	大众	性价比	-1
2.2	DOC7233	XXX	雨燕1.3L	油耗	-1
2.2	DOC7233	XXX	许多1.6L的车	油耗	1
2.2	DOC7254	XXX	NULL	店子	1
2.2	DOC7254	XXX	高档轿车	店子	1
2.2	DOC7264	XXX	QQ	保有量	1
2.2	DOC7264	XXX	使者	保有量	-1
2.2	DOC7264	XXX	QQ	空间	-1
2.2	DOC7264	XXX	使者	空间	1
2.2	DOC7278	XXX	君越顶配的3.0	排量	1
2.2	DOC7278	XXX	宝马五系	排量	-1
2.2	DOC7278	XXX	君越顶配的3.0	价格	1
2.2	DOC7278	XXX	宝马五系	价格	-1
2.2	DOC7292	XXX	铂金火花塞	NULL	1
2.2	DOC7292	XXX	普通火花塞	NULL	-1
2.2	DOC7300	XXX	NULL	内饰	1
2.2	DOC7300	XXX	夏历	内饰	-1
2.2	DOC7322	XXX	NULL	风噪声	-1
2.2	DOC7322	XXX	悦翔	风噪声	1
2.2	DOC7324	XXX	CAMRY	NULL	1
2.2	DOC7324	XXX	凯美瑞	NULL	-1
2.2	DOC7333	XXX	赛用刹车盘	寿命	1
2.2	DOC7333	XXX	普通钢质刹车盘	寿命	-1
2.2	DOC7337	XXX	威乐	NULL	1
2.2	DOC7337	XXX	捷达	NULL	-1
2.2	DOC7342	XXX	国内引进的合资车	售价	1
2.2	DOC7342	XXX	国外	售价	-1
2.2	DOC7342	XXX	捷达	售价	-1
2.2	DOC7342	XXX	国外	售价	1
2.2	DOC7372	XXX	NULL	配置	1
2.2	DOC7372	XXX	同价位轿车	配置	-1
2.2	DOC7376	XXX	富康	内饰	1
2.2	DOC7376	XXX	NULL	内饰	-1
2.2	DOC7376	XXX	富康	底盘	1
2.2	DOC7376	XXX	NULL	底盘	-1
2.2	DOC7376	XXX	富康	内部空间	1
2.2	DOC7376	XXX	NULL	内部空间	-1
2.2	DOC7376	XXX	富康	工艺水平	1
2.2	DOC7376	XXX	NULL	工艺水平	-1
2.2	DOC7376	XXX	富康	操控感	1
2.2	DOC7376	XXX	NULL	操控感	-1
2.2	DOC7376	XXX	富康	舒适性	1
2.2	DOC7376	XXX	NULL	舒适性	-1
2.2	DOC7377	XXX	这款车的发动机	NULL	1
2.2	DOC7377	XXX	同排量发动机	NULL	-1
2.2	DOC7393	XXX	2.0t	配置	1
2.2	DOC7393	XXX	同级别	配置	-1
2.2	DOC7395	XXX	PST	细节	-1
2.2	DOC7395	XXX	进口车	细节	1
2.2	DOC7397	XXX	新飞度	NULL	1
2.2	DOC7397	XXX	旧飞度	NULL	-1
2.2	DOC7422	XXX	NULL	保养	-1
2.2	DOC7422	XXX	其他同级别的车	保养	1
2.2	DOC7436	XXX	NULL	安全性能	1
2.2	DOC7436	XXX	轿车	安全性能	-1
2.2	DOC7459	XXX	花冠	销量	1
2.2	DOC7467	XXX	５系	外观	1
2.2	DOC7467	XXX	E系	外观	-1
2.2	DOC7479	XXX	NULL	内饰	-1
2.2	DOC7479	XXX	车展样车	内饰	1
2.2	DOC7527	XXX	幸福使者	性能价格比	0
2.2	DOC7527	XXX	QQ车	性能价格比	0
2.2	DOC7544	XXX	它	油耗	1
2.2	DOC7544	XXX	我前一部车	油耗	-1
2.2	DOC7558	XXX	乐风	铁	0
2.2	DOC7578	XXX	奔驰S280	空间	-1
2.2	DOC7578	XXX	此档次的车	空间	1
2.2	DOC7578	XXX	奔驰S280	前后距离	-1
2.2	DOC7578	XXX	奥迪A6	前后距离	1
2.2	DOC7584	XXX	普桑	发动机	-1
2.2	DOC7584	XXX	JD-Ci	发动机	1
2.2	DOC7599	XXX	东方之子	整体数据	0
2.2	DOC7599	XXX	尊驰	整体数据	0
2.2	DOC7610	XXX	领驭2.0	配置	-1
2.2	DOC7610	XXX	老PSTB5	配置	-1
2.2	DOC7611	XXX	宝马X53.0的铝镁合金发动机	动力	0
2.2	DOC7611	XXX	老日系车型8缸	动力	0
2.2	DOC7624	XXX	outlander	NULL	1
2.2	DOC7624	XXX	骊威	NULL	1
2.2	DOC7642	XXX	07	侧后窗户	-1
2.2	DOC7642	XXX	05	侧后窗户	1
2.2	DOC7643	XXX	广本	发动机	1
2.2	DOC7643	XXX	PST	发动机	-1
2.2	DOC7644	XXX	菱帅	车身长度	0
2.2	DOC7644	XXX	JD	车身长度	0
2.2	DOC7644	XXX	菱帅	价钱	0
2.2	DOC7644	XXX	JD	价钱	0
2.2	DOC7644	XXX	菱帅	动力	1
2.2	DOC7644	XXX	JD	动力	-1
2.2	DOC7644	XXX	菱帅	NULL	1
2.2	DOC7644	XXX	JD	NULL	-1
2.2	DOC7646	XXX	POLO1.6L	动力性能	1
2.2	DOC7646	XXX	POLO1.4L	动力性能	-1
2.2	DOC7646	XXX	POLO1.6L	环保	1
2.2	DOC7646	XXX	POLO1.4L	环保	-1
2.2	DOC7647	XXX	美人豹05款	性价比	1
2.2	DOC7655	XXX	NULL	方向盘	1
2.2	DOC7655	XXX	3系老款	方向盘	-1
2.2	DOC7663	XXX	柴油引擎	NULL	1
2.2	DOC7663	XXX	汽油机	NULL	-1
2.2	DOC7672	XXX	这款车	安全性	-1
2.2	DOC7672	XXX	同类车	安全性	1
2.2	DOC7674	XXX	408	NULL	1
2.2	DOC7674	XXX	高六	NULL	-1
2.2	DOC7684	XXX	蒙迪欧V6	价格	0
2.2	DOC7684	XXX	君威2.5L	价格	0
2.2	DOC7684	XXX	天籁230JK	价格	0
2.2	DOC7684	XXX	本田2.4	价格	0
2.2	DOC7687	XXX	M6	级别	1
2.2	DOC7687	XXX	HG	级别	-1
2.2	DOC7688	XXX	现代	NULL	1
2.2	DOC7688	XXX	大宇,起亚	NULL	-1
2.2	DOC7688	XXX	KY	动力	-1
2.2	DOC7688	XXX	现代SNT2.0	动力	1
2.2	DOC7691	XXX	威乐	NULL	-1
2.2	DOC7691	XXX	威弛飞度	NULL	1
2.2	DOC7704	XXX	NULL	外观	0
2.2	DOC7704	XXX	郎逸	外观	0
2.2	DOC7733	XXX	花冠	灵敏度	-1
2.2	DOC7733	XXX	竞争对手	灵敏度	1
2.2	DOC7737	XXX	A6	NULL	0
2.2	DOC7737	XXX	帕萨特,雅阁	NULL	0
2.2	DOC7737	XXX	A4	NULL	0
2.2	DOC7737	XXX	别克,马自达6	NULL	0
2.2	DOC7768	XXX	雅阁，M6，佳美	性能	0
2.2	DOC7768	XXX	MBW318I	性能	0
2.2	DOC7773	XXX	新C	NULL	1
2.2	DOC7773	XXX	BWM	NULL	1
2.2	DOC7776	XXX	雅酷、XL2000	综合性能性，价价比	1
2.2	DOC7784	XXX	NULL	轴距	1
2.2	DOC7812	XXX	幸福使者	装配	1
2.2	DOC7812	XXX	夏利	装配	-1
2.2	DOC7816	XXX	NULL	侧面	-1
2.2	DOC7816	XXX	老瑞风	侧面	1
2.2	DOC7818	XXX	逍客	NULL	1
2.2	DOC7818	XXX	城市SUV	NULL	-1
2.2	DOC7829	XXX	4G1系列发动机	尺寸	1
2.2	DOC7829	XXX	同排量的发动机	尺寸	-1
2.2	DOC7835	XXX	XV	外形	1
2.2	DOC7835	XXX	凯美瑞	外形	-1
2.2	DOC7867	XXX	宝来	NULL	1
2.2	DOC7867	XXX	这款车	NULL	-1
2.2	DOC7877	XXX	广州本田	定价	1
2.2	DOC7877	XXX	同级别的车	定价	-1
2.2	DOC7880	XXX	朗逸	油耗	1
2.2	DOC7880	XXX	景程	油耗	-1
2.2	DOC7891	XXX	04	尾灯	-1
2.2	DOC7891	XXX	NULL	尾灯	1
2.2	DOC7905	XXX	这车	NULL	0
2.2	DOC7905	XXX	奥拓	NULL	0
2.2	DOC7905	XXX	爱丽舍	NULL	1
2.2	DOC7905	XXX	这	NULL	-1
2.2	DOC7911	XXX	NULL	内饰	-1
2.2	DOC7911	XXX	桑塔纳	内饰	-1
2.2	DOC7920	XXX	威乐	性价比、安全性、使用经济性、舒适性	1
2.2	DOC7931	XXX	菱帅	发动机	0
2.2	DOC7931	XXX	福美来心动版	发动机	0
2.2	DOC7964	XXX	国产丰田车主	价格待遇	0
2.2	DOC7964	XXX	进口丰田车主	价格待遇	0
2.2	DOC7971	XXX	远舰	侧面轮廓	0
2.2	DOC7971	XXX	索纳塔	侧面轮廓	0
2.2	DOC7997	XXX	新旗云	噪音	-1
2.2	DOC7997	XXX	UFO	噪音	1
2.2	DOC8001	XXX	雨燕1.5	价格	0
2.2	DOC8001	XXX	晶锐1.4的低配版	价格	0
2.2	DOC8001	XXX	雨燕	保养	1
2.2	DOC8001	XXX	晶锐1.4的低配版	保养	-1
2.2	DOC8001	XXX	雨燕	发动机动力	1
2.2	DOC8001	XXX	1.4的晶锐	发动机动力	-1
2.2	DOC8001	XXX	晶锐	品牌	1
2.2	DOC8001	XXX	雨燕	品牌	-1
2.2	DOC8001	XXX	晶锐	空间	1
2.2	DOC8001	XXX	雨燕	空间	-1
2.2	DOC8003	XXX	领驭	后门进入空间	1
2.2	DOC8003	XXX	老款帕萨特	后门进入空间	-1
2.2	DOC8014	XXX	大众车	结实	-1
2.2	DOC8014	XXX	美国车	结实	1
2.2	DOC8014	XXX	大众车	油耗	-1
2.2	DOC8014	XXX	日本车	油耗	1
2.2	DOC8014	XXX	大众车	油耗	0
2.2	DOC8014	XXX	美国车	油耗	0
2.2	DOC8018	XXX	塞拉图	外壳	0
2.2	DOC8018	XXX	欧美	外壳	0
2.2	DOC8024	XXX	新飞度	动力性	1
2.2	DOC8024	XXX	老飞度	动力性	-1
2.2	DOC8026	XXX	福特嘉年华	NULL	1
2.2	DOC8026	XXX	破姐达	NULL	-1
2.2	DOC8028	XXX	样车	内饰	1
2.2	DOC8028	XXX	老款	内饰	-1
2.2	DOC8033	XXX	99新秀	NULL	-1
2.2	DOC8033	XXX	捷达	NULL	1
2.2	DOC8038	XXX	BMW	NULL	1
2.2	DOC8038	XXX	A4	NULL	-1
2.2	DOC8038	XXX	BMW	NULL	0
2.2	DOC8038	XXX	奔驰E，AUDIA6	NULL	0
2.2	DOC8043	XXX	NULL	NULL	1
2.2	DOC8043	XXX	2.4L发动机	NULL	-1
2.2	DOC8047	XXX	雨燕	机器	1
2.2	DOC8047	XXX	POLO1.4	机器	-1
2.2	DOC8047	XXX	雨燕	操控	0
2.2	DOC8047	XXX	POLO	操控	0
2.2	DOC8047	XXX	雨燕	NULL	1
2.2	DOC8047	XXX	POLO	NULL	-1
2.2	DOC8047	XXX	雨燕	油耗	1
2.2	DOC8047	XXX	POLO	油耗	-1
2.2	DOC8060	XXX	NULL	NULL	-1
2.2	DOC8060	XXX	桑塔纳3000款的2.0MT	NULL	1
2.2	DOC8060	XXX	NULL	NULL	-1
2.2	DOC8060	XXX	马自达6的2.0AT	NULL	1
2.2	DOC8061	XXX	蒙迪欧	外观、内饰	1
2.2	DOC8061	XXX	GB、PST	外观、内饰	-1
2.2	DOC8061	XXX	蒙迪欧	性能	1
2.2	DOC8061	XXX	GB、PST	性能	-1
2.2	DOC8062	XXX	六子	外观	1
2.2	DOC8062	XXX	朗逸、307、宝来	外观	-1
2.2	DOC8070	XXX	NULL	舒服	1
2.2	DOC8070	XXX	307	舒服	-1
2.2	DOC8077	XXX	NULL	NULL	-1
2.2	DOC8077	XXX	325	NULL	1
2.2	DOC8077	XXX	NULL	NULL	-1
2.2	DOC8077	XXX	320	NULL	1
2.2	DOC8092	XXX	NULL	动力感	0
2.2	DOC8092	XXX	polo	动力感	0
2.2	DOC8108	XXX	NULL	隔音、内饰做工	-1
2.2	DOC8108	XXX	帕萨特	隔音、内饰做工	1
2.2	DOC8128	XXX	NULL	动力	1
2.2	DOC8128	XXX	富康车	动力	1
2.2	DOC8163	XXX	凯旋	性能配置油耗	1
2.2	DOC8163	XXX	领驭2.0	性能配置油耗	-1
2.2	DOC8175	XXX	NULL	价格	-1
2.2	DOC8175	XXX	凯越	价格	1
2.2	DOC8175	XXX	NULL	价格	-1
2.2	DOC8175	XXX	依兰特	价格	1
2.2	DOC8179	XXX	2.0L发动机	重量	1
2.2	DOC8179	XXX	铸铁发动机	重量	-1
2.2	DOC8180	XXX	POLO1.6L	燃油经济性	1
2.2	DOC8180	XXX	POLO1.4L	燃油经济性	-1
2.2	DOC8194	XXX	1.6的高六	售价	0
2.2	DOC8194	XXX	1.6的明锐	售价	0
2.2	DOC8203	XXX	途安	操控感觉	1
2.2	DOC8203	XXX	大众车系的其他车	操控感觉	1
2.2	DOC8214	XXX	4缸发动机	NULL	1
2.2	DOC8214	XXX	3缸的0.8发动机	NULL	-1
2.2	DOC8219	XXX	新款	加速时间	-1
2.2	DOC8219	XXX	老款	加速时间	1
2.2	DOC8239	XXX	北斗星	后座	1
2.2	DOC8239	XXX	使者	后座	-1
2.2	DOC8243	XXX	这车	耗油	1
2.2	DOC8243	XXX	单位他们的车	耗油	-1
2.2	DOC8254	XXX	NULL	底盘	-1
2.2	DOC8254	XXX	普桑	底盘	1
2.2	DOC8255	XXX	新款	外型	1
2.2	DOC8255	XXX	老款	外型	-1
2.2	DOC8255	XXX	新款	内饰	1
2.2	DOC8255	XXX	老款	内饰	-1
2.2	DOC8255	XXX	新款	关门的感觉	-1
2.2	DOC8255	XXX	老款	关门的感觉	-1
2.2	DOC8255	XXX	新款	油耗	0
2.2	DOC8255	XXX	老款	油耗	0
2.2	DOC8263	XXX	NULL	噪音	-1
2.2	DOC8263	XXX	索纳塔	噪音	1
2.2	DOC8301	XXX	全合成尊选	级别	0
2.2	DOC8301	XXX	嘉实多尊护	级别	0
2.2	DOC8320	XXX	NULL	价钱	0
2.2	DOC8320	XXX	M6-2.3	价钱	0
2.2	DOC8329	XXX	AUDIA6系	车身工艺	0
2.2	DOC8329	XXX	帕萨特B5系	车身工艺	0
2.2	DOC8329	XXX	AUDIA6系	底盘系统、发动机与变速箱系统	0
2.2	DOC8329	XXX	帕萨特B5系	底盘系统、发动机与变速箱系统	0
2.2	DOC8329	XXX	AUDIA6系	发动机振动，行驶噪声	1
2.2	DOC8329	XXX	帕萨特B5系	发动机振动，行驶噪声	-1
2.2	DOC8334	XXX	福美来	装备	1
2.2	DOC8334	XXX	伊兰特	装备	-1
2.2	DOC8336	XXX	新迈腾	外观	0
2.2	DOC8336	XXX	新帕	外观	0
2.2	DOC8365	XXX	上海大众	品质	-1
2.2	DOC8365	XXX	一汽大众	品质	1
2.2	DOC8377	XXX	福克斯	车内空间	-1
2.2	DOC8377	XXX	307	车内空间	1
2.2	DOC8381	XXX	NULL	档次	1
2.2	DOC8381	XXX	20W的车	档次	1
2.2	DOC8395	XXX	宝马	小问题	-1
2.2	DOC8395	XXX	奥迪	小问题	1
2.2	DOC8402	XXX	捷达	NULL	1
2.2	DOC8402	XXX	飞渡	NULL	-1
2.2	DOC8405	XXX	它	NULL	0
2.2	DOC8405	XXX	凯旋	NULL	0
2.2	DOC8433	XXX	朗逸	最大功率	-1
2.2	DOC8433	XXX	卡罗拉	最大功率	1
2.2	DOC8433	XXX	朗逸	最大扭矩对应的转速	-1
2.2	DOC8433	XXX	卡罗拉	最大扭矩对应的转速	1
2.2	DOC8444	XXX	307	电动加热	1
2.2	DOC8444	XXX	宝来	电动加热	-1
2.2	DOC8452	XXX	1.6AT	声音	-1
2.2	DOC8452	XXX	2辆新车	声音	1
2.2	DOC8454	XXX	NULL	腿部空间	1
2.2	DOC8454	XXX	同级车	腿部空间	-1
2.2	DOC8457	XXX	NULL	电瓶	1
2.2	DOC8457	XXX	花冠	电瓶	-1
2.2	DOC8471	XXX	国产的	质量	-1
